jgagnant,tropheesg,cg1,cg2,cg3,cg4,cg5,cg6,cg7,cg8,jperdant,tropheesp,cp1,cp2,cp3,cp4,cp5,cp6,cp7,cp8
#898J9Y0Y,6148,Cannon,Boss Bandit,Goblin Barrel,The Log,Minion Horde,Prince,Furnace,Wizard,#209UCLUV0V,6150,P.E.K.K.A,Dark Prince,Battle Ram,Electro Wizard,Bandit,Magic Archer,Zap,Poison
#898J9Y0Y,6118,Cannon,Boss Bandit,Goblin Barrel,The Log,Minion Horde,Prince,Furnace,Wizard,#VPYVJ22YR,6118,Skeleton Army,Giant Skeleton,Minion Horde,Sparky,Tesla,Arrows,Goblin Barrel,Clone
#898J9Y0Y,6088,Cannon,Boss Bandit,Goblin Barrel,The Log,Minion Horde,Prince,Furnace,Wizard,#VPYRCPVQ0,6088,Inferno Dragon,Electro Wizard,Bandit,Ram Rider,Mega Knight,Poison,Barbarian Barrel,Giant Snowball
#898J9Y0Y,6058,Cannon,Boss Bandit,Goblin Barrel,The Log,Minion Horde,Prince,Furnace,Wizard,#VPL82L989,6060,Golem,Skeleton Army,Baby Dragon,Lumberjack,Night Witch,Bats,Arrows,Clone
#VPYCP09CQ,6088,P.E.K.K.A,Lumberjack,Battle Ram,Electro Wizard,Royal Ghost,Golden Knight,Mother Witch,Arrows,#898J9Y0Y,6088,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#VPYUCCGJG,6118,Baby Dragon,Ice Wizard,Dark Prince,Electro Giant,Goblin Cage,Lightning,Tornado,Barbarian Barrel,#898J9Y0Y,6118,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#898J9Y0Y,6088,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log,#VPL0L98GY,6088,Balloon,Baby Dragon,Bowler,Lumberjack,Inferno Dragon,Freeze,Tornado,Barbarian Barrel
#VPYCJRV2C,6118,Royal Recruits,Zappies,Flying Machine,Royal Hogs,Electro Spirit,Goblin Cage,Arrows,Barbarian Barrel,#898J9Y0Y,6117,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#UYP00220P,1,Battle Ram,Royal Ghost,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Bandit,Zap,#898J9Y0Y,1,Cannon,Giant Snowball,Ice Spirit,Vines,Guards,Mighty Miner,Firecracker,Mother Witch
#URVQVJLRV,6172,Minions,Giant Snowball,Mini P.E.K.K.A,Dart Goblin,Mega Knight,Boss Bandit,The Log,Hog Rider,#898J9Y0Y,6144,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#2V2PUJQR2,6170,Skeleton King,Witch,Dart Goblin,Goblin Barrel,Minions,Fireball,Skeleton Army,The Log,#898J9Y0Y,6174,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#CJ0RQJ892,6193,Royal Delivery,Electro Wizard,Witch,Freeze,Mega Knight,The Log,Hog Rider,Valkyrie,#898J9Y0Y,6205,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#UCJCCL0GL,6223,Wall Breakers,Dart Goblin,Suspicious Bush,Boss Bandit,Electro Spirit,Spear Goblins,Ice Spirit,The Log,#898J9Y0Y,6236,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#PP98QJ8RU,6257,Goblin Giant,Knight,Electro Wizard,Goblin Machine,P.E.K.K.A,Goblin Curse,Rage,Skeletons,#898J9Y0Y,6266,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#898J9Y0Y,6236,Cannon,Boss Bandit,Goblin Barrel,The Log,Minion Horde,Prince,Furnace,Wizard,#VYJ00G0YJ,6236,Bandit,Bats,Royal Ghost,Ram Rider,Mega Knight,Archer Queen,Arrows,Lightning
#9YRVQRUR,6304,Hog Rider,Dark Prince,Knight,Zap,Electro Wizard,Ice Wizard,Fireball,Mega Minion,#898J9Y0Y,6262,Cannon,Boss Bandit,Goblin Barrel,The Log,Minion Horde,Prince,Furnace,Wizard
#VCJ2Y0V,6256,Baby Dragon,Skeleton Army,Balloon,Wizard,Lumberjack,Giant,Bats,Arrows,#898J9Y0Y,6295,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#UQJR0LCR8,6335,Skeleton Army,Arrows,Goblin Barrel,Mini P.E.K.K.A,Tesla,Vines,Dart Goblin,Hog Rider,#898J9Y0Y,6323,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#CVGGQV20L,6340,Royal Ghost,Knight,Skeleton Army,Tornado,Giant Skeleton,Heal Spirit,Clone,Fisherman,#898J9Y0Y,6354,Hog Rider,Ice Spirit,Cannon,Skeletons,Ice Golem,Fireball,Musketeer,The Log
#9PVYR9L2L,4704,Electro Dragon,Valkyrie,Goblin Barrel,Arrows,Electro Spirit,Furnace,Mega Knight,Firecracker,#VPYJ8L9YQ,4704,Wizard,Balloon,Valkyrie,Miner,Inferno Dragon,Bats,Freeze,Zap
#V9YYVRPC0,3943,Baby Dragon,Witch,Skeleton Army,Princess,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VPYU9CLJV,3943,Wizard,Witch,Valkyrie,Skeleton Army,Baby Dragon,Mini P.E.K.K.A,Hog Rider,Arrows
#VPU088C0P,3973,P.E.K.K.A,Witch,Valkyrie,Skeleton Army,Baby Dragon,Mini P.E.K.K.A,Goblin Barrel,Zap,#V9YYVRPC0,3973,Baby Dragon,Spear Goblins,Skeleton Army,Musketeer,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#VPVJVP2J8,4003,Royal Recruits,Zappies,Flying Machine,Royal Hogs,Electro Spirit,Goblin Cage,Arrows,Barbarian Barrel,#V9YYVRPC0,4002,Baby Dragon,Spear Goblins,Skeleton Army,Barbarian Barrel,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#VPCVRLY99,4032,Witch,Valkyrie,Skeleton Army,Baby Dragon,Prince,Mini P.E.K.K.A,Arrows,Goblin Barrel,#V9YYVRPC0,4032,Baby Dragon,Inferno Dragon,Skeleton Army,Princess,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#V8Q0VCGG0,4065,Witch,Electro Wizard,Skeletons,Inferno Dragon,Firecracker,Royal Ghost,Skeleton Army,Arrows,#V9YYVRPC0,4061,Baby Dragon,Royal Ghost,Skeleton Army,Spear Goblins,Skeleton Dragons,Royal Hogs,Hog Rider,Goblin Barrel
#20Y8VGJ8RV,4091,Witch,Valkyrie,Skeleton Army,Inferno Dragon,Skeleton Barrel,Barbarian Hut,Tombstone,Furnace,#V9YYVRPC0,4091,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#V9YYVRPC0,4061,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VPYCVU89G,4061,Giant,Skeleton Army,Mini P.E.K.K.A,Minion Horde,Sparky,Bats,Arrows,Zap
#209UPYPUVG,4091,Wizard,Giant,Prince,Guards,Miner,Mega Minion,Arrows,Zap,#V9YYVRPC0,4091,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#VPCVPQC9P,4121,Witch,Barbarians,Valkyrie,Skeleton Army,Prince,Wizard,Mini P.E.K.K.A,Hog Rider,#V9YYVRPC0,4121,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#V9YYVRPC0,4091,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#209UVGPLY9,4091,Valkyrie,Archers,P.E.K.K.A,Witch,Musketeer,Baby Dragon,Wizard,Goblin Barrel
#V9YYVRPC0,4061,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#20U2GJLR2U,4061,Giant,Minions,Balloon,Skeletons,Skeleton Army,Minion Horde,Arrows,Freeze
#V9YYVRPC0,4031,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VPCJJLGGP,4031,Dart Goblin,Goblin Gang,Bats,Mega Knight,Skeleton Barrel,Goblin Cage,Goblin Barrel,Zap
#20P0Y0J9Y0,4061,Dark Prince,Sparky,Mega Minion,Electro Wizard,Goblin Giant,Goblin Cage,Lightning,Giant Snowball,#V9YYVRPC0,4061,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#VQGYYR99P,4100,Royal Hogs,Tombstone,Miner,The Log,Witch,Valkyrie,Bomb Tower,Dark Prince,#V9YYVRPC0,4090,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#VPU2Q09Q8,4120,Witch,Valkyrie,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A,Arrows,#V9YYVRPC0,4120,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#V9YYVRPC0,4090,Baby Dragon,Princess,Spear Goblins,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VL2QJUPQY,4092,Witch,Barbarians,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A,Goblin Barrel
#YUC0YPP9Y,4120,Mega Knight,The Log,Battle Ram,Mini P.E.K.K.A,Archers,Goblin Gang,Witch,Zappies,#V9YYVRPC0,4119,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#VP2VQR99V,4186,Balloon,The Log,Royal Ghost,Witch,Skeleton Army,Goblin Barrel,Ice Wizard,Elite Barbarians,#V9YYVRPC0,4145,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#V9YYVRPC0,4115,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VPCULQU90,4115,Mini P.E.K.K.A,Miner,Goblin Gang,Electro Wizard,Mega Knight,Wall Breakers,Firecracker,Zap
#V9YYVRPC0,4085,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VPYVRYJJR,4085,Skeletons,Skeleton Army,Bomber,Giant Skeleton,Guards,Skeleton Barrel,Skeleton Dragons,Tombstone
#V9YYVRPC0,4055,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VL2GVRGG0,4055,Balloon,Skeleton Army,Giant Skeleton,Ice Wizard,Inferno Dragon,Bats,Arrows,Freeze
#VU92VJC8J,4096,Knight,Goblin Gang,Zap,Bats,Princess,Hog Rider,Mega Knight,Witch,#V9YYVRPC0,4083,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel
#V9YYVRPC0,4053,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VPL2VL2VC,4053,Knight,Witch,Valkyrie,Mini P.E.K.K.A,Three Musketeers,Inferno Tower,Freeze,Lightning
#V9YYVRPC0,4023,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#VPYVVQ0JJ,4023,Witch,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A,Arrows,Goblin Barrel
#V9YYVRPC0,3993,Baby Dragon,Mini P.E.K.K.A,Goblin Gang,Skeleton Army,Skeleton Dragons,Royal Ghost,Hog Rider,Goblin Barrel,#20Y2VU88YQ,3994,Dart Goblin,Goblin Gang,Royal Recruits,Ram Rider,Flying Machine,Goblin Hut,Arrows,Poison
#UV9JVRQGR,3206,P.E.K.K.A,Dart Goblin,Furnace,Wizard,Witch,Fireball,Valkyrie,Goblin Cage,#VYLP2V099,3234,Hunter,Skeleton Army,Dart Goblin,Witch,Bats,Arrows,Goblin Barrel,Prince
#QQYL08YVC,3246,Baby Dragon,P.E.K.K.A,Skeleton Army,Ice Spirit,Skeletons,Witch,Goblin Barrel,Fireball,#UV9JVRQGR,3235,Bomber,Dart Goblin,Furnace,Wizard,Witch,Fireball,Valkyrie,Goblin Cage
#UV9JVRQGR,3206,Goblin Gang,Dart Goblin,Furnace,Wizard,Witch,Lightning,Valkyrie,Goblin Cage,#V9RL0PRPP,3200,Goblins,Baby Dragon,Goblin Barrel,Fireball,Witch,Goblin Hut,Skeleton Army,Mini P.E.K.K.A
#GLRUJRVQ9,3209,Arrows,Poison,Witch,Wizard,Baby Dragon,Tombstone,Skeleton Army,Valkyrie,#UV9JVRQGR,3238,Prince,Dart Goblin,Furnace,Wizard,Witch,Skeleton Army,Valkyrie,Goblin Cage
#UV9JVRQGR,3205,Prince,Dart Goblin,Furnace,Wizard,Witch,Skeleton Army,Valkyrie,Goblin Cage,#V8VU9LQGP,3241,Skeleton Army,Goblin Gang,Dart Goblin,Valkyrie,Royal Hogs,Goblins,Goblin Barrel,Mini P.E.K.K.A
#UV9JVRQGR,3177,Prince,Dart Goblin,Furnace,Wizard,Witch,Skeleton Army,Valkyrie,Goblin Cage,#UUU900989,3163,Wizard,Balloon,Hog Rider,Mini P.E.K.K.A,Skeleton Army,Dark Prince,Electro Dragon,Witch
#UV9JVRQGR,3147,Prince,Dart Goblin,Furnace,Wizard,Witch,Skeleton Army,Valkyrie,Goblin Cage,#L9VG9Y888,3147,Wizard,Ice Spirit,Hog Rider,Wall Breakers,Valkyrie,Goblin Gang,Zap,Prince
#UV9JVRQGR,3118,Giant Skeleton,Dart Goblin,Furnace,Wizard,Witch,Skeleton Army,Valkyrie,Goblin Cage,#VYGPUU0V2,3117,Skeleton Army,Wizard,Fire Spirit,Knight,Zap,Goblin Gang,Inferno Tower,Elite Barbarians
#UV9JVRQGR,3085,Giant Skeleton,Dart Goblin,Furnace,Wizard,Witch,Skeleton Army,Valkyrie,Goblin Cage,#QVGY0Y80V,3123,Wizard,Baby Dragon,Witch,Vines,Skeleton Army,Giant Skeleton,Tombstone,Arrows
#J8L8VPJRR,3102,Elite Barbarians,Arrows,Prince,Dark Prince,Wizard,Guards,P.E.K.K.A,Mini P.E.K.K.A,#UV9JVRQGR,3116,Freeze,Barbarian Barrel,Furnace,Wizard,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage
#UV9JVRQGR,3086,Freeze,Barbarian Barrel,Furnace,Wizard,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage,#CU9L22PP9,3094,Mini P.E.K.K.A,Giant Snowball,Baby Dragon,Barbarians,Poison,Skeleton Army,Goblin Barrel,Wizard
#UV9JVRQGR,3056,Freeze,Barbarian Barrel,Furnace,Wizard,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage,#V9J2UPPRL,3066,Hog Rider,Elite Barbarians,Arrows,Zap,Valkyrie,Skeleton Army,Baby Dragon,Fire Spirit
#UV9JVRQGR,3026,Freeze,Barbarian Barrel,Furnace,Wizard,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage,#20CR9QPQ8G,3033,Skeletons,Musketeer,Hog Rider,Ice Spirit,Ice Golem,Cannon,Fireball,Zap
#2098UVCJYQ,3048,Skeleton Army,Goblin Barrel,Fireball,Ice Spirit,Knight,Musketeer,Arrows,Cannon,#UV9JVRQGR,3056,Freeze,Barbarian Barrel,Furnace,Minion Horde,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage
#UV9JVRQGR,3028,Freeze,Barbarian Barrel,Furnace,Wizard,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage,#V9GGP02RY,3011,Bomb Tower,Barbarians,Skeleton Army,Wizard,Arrows,Witch,Valkyrie,Dark Prince
#UV9JVRQGR,3000,Freeze,Barbarian Barrel,Furnace,Wizard,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage,#JQYR9V2PY,2987,Goblin Barrel,Skeleton Army,Spear Goblins,Wizard,Valkyrie,Goblin Gang,Arrows,Mini P.E.K.K.A
#UV9JVRQGR,2953,Freeze,Barbarian Barrel,Witch,Wizard,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage,#V9VYU8L89,3000,Bomber,Prince,Spear Goblins,Guards,Mega Minion,Goblin Giant,Lightning,Zap
#UV9JVRQGR,2923,Freeze,Barbarian Barrel,Witch,Wizard,Goblin Barrel,Skeleton Army,Valkyrie,Goblin Cage,#20QJLQ8QV9,2923,Witch,Valkyrie,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A,Goblin Barrel
#UV9JVRQGR,2893,Freeze,Goblin Gang,Witch,Baby Dragon,Goblin Barrel,Goblin Giant,Valkyrie,Goblin Cage,#209YVY90RR,2893,Valkyrie,Ice Spirit,Dart Goblin,Goblin Gang,Inferno Tower,Fireball,Arrows,Goblin Barrel
#UV28URYRR,2945,Baby Dragon,Goblin Barrel,Balloon,Wizard,Rocket,Skeleton Army,P.E.K.K.A,Witch,#UV9JVRQGR,2920,Freeze,Goblin Gang,Witch,Baby Dragon,Goblin Barrel,Hog Rider,Valkyrie,Goblin Cage
#V8LU9U8U0,2808,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Royal Hogs,Witch,Prince,Goblin Barrel,#VVY8GPJJR,2812,P.E.K.K.A,Witch,Skeleton Army,Prince,Dark Prince,Bats,Arrows,Goblin Barrel
#209YC80PJG,2841,Valkyrie,Royal Recruits,Skeleton Army,Spear Goblins,Goblin Barrel,Arrows,Freeze,Archers,#V8LU9U8U0,2837,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Goblin Giant,Witch,Prince,Goblin Barrel
#V8LU9U8U0,2807,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Goblin Giant,Witch,Prince,Goblin Barrel,#VVYU9VG9R,2807,Knight,Witch,Baby Dragon,Dart Goblin,Goblin Gang,Inferno Tower,Goblin Barrel,Barbarian Barrel
#LYQQR8CY8,2837,Barbarians,Witch,Battle Healer,Baby Dragon,Rocket,Wizard,Mini P.E.K.K.A,Skeleton Army,#V8LU9U8U0,2836,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Goblin Giant,Witch,Prince,Goblin Barrel
#20P0YLR290,2865,Witch,Knight,Mini P.E.K.K.A,Musketeer,Cannon,Skeleton Army,Arrows,Dart Goblin,#V8LU9U8U0,2866,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel
#V8LU9U8U0,2838,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#V8LQ2JJJP,2820,Royal Ghost,Barbarians,Inferno Dragon,Witch,Dark Prince,Mini P.E.K.K.A,Royal Hogs,Barbarian Barrel
#V8LU9U8U0,2808,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#VPYCJ8R9U,2808,Balloon,Skeletons,Skeleton Army,Bomber,Giant Skeleton,Guards,Skeleton Dragons,Tombstone
#VULUVVY82,2839,Skeleton Army,Royal Recruits,Witch,Goblin Barrel,Arrows,Mini P.E.K.K.A,Barbarian Barrel,Baby Dragon,#V8LU9U8U0,2837,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel
#V8LU9U8U0,2810,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#URRQVQGPQ,2782,Archers,Hog Rider,Goblin Barrel,Valkyrie,Spear Goblins,Arrows,Baby Dragon,Skeleton Army
#8J9U8CUU0,2809,Archers,Royal Ghost,Mirror,Spear Goblins,Skeleton Army,Night Witch,Royal Hogs,Valkyrie,#V8LU9U8U0,2842,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel
#VPJJ9G9RL,2871,Knight,Hog Rider,Royal Ghost,Dark Prince,Zap,Cannon,Goblin Gang,Musketeer,#V8LU9U8U0,2872,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel
#VP09RUG80,2918,Knight,Royal Hogs,Skeletons,Bomber,Skeleton Dragons,Witch,Skeleton Army,Goblin Barrel,#V8LU9U8U0,2900,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel
#V8LU9U8U0,2873,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#VULQGRPG9,2847,Skeleton Army,Royal Ghost,Baby Dragon,Barbarians,Dart Goblin,Hog Rider,Arrows,P.E.K.K.A
#V8LU9U8U0,2843,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#VG8P8Y2CY,2850,Witch,Bats,Royal Ghost,Skeleton Army,Cannon,Baby Dragon,Zap,Fireball
#V8LU9U8U0,2813,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#VPU0QQULY,2813,P.E.K.K.A,Witch,Barbarians,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A
#V8LU9U8U0,2783,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#VPYRPJUY0,2783,Witch,Valkyrie,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A,Goblin Barrel
#V8LU9U8U0,2753,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#209QY2UGUC,2754,Electro Spirit,Hog Rider,Fire Spirit,Bats,Skeletons,Goblin Barrel,Dart Goblin,Arrows
#V8LU9U8U0,2723,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#VPCCU28CR,2725,Goblins,Giant,Bomber,Musketeer,Prince,Spear Goblins,Fireball,Arrows
#V8LU9U8U0,2693,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#VPQ2Y9292,2694,Wizard,Knight,Archers,Giant,Witch,Skeleton Army,Mega Minion,Arrows
#VP2R0LUQ0,2723,Mini P.E.K.K.A,Hog Rider,Dart Goblin,Arrows,Battle Ram,Bomber,Tombstone,Inferno Tower,#V8LU9U8U0,2723,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel
#V8LU9U8U0,2693,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Hog Rider,Witch,Prince,Goblin Barrel,#209UJULJ8U,2693,Witch,Barbarians,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A,Goblin Barrel
#V8LU9U8U0,2665,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Giant,Wizard,Prince,Goblin Barrel,#VVGC8L0J0,2651,Mini P.E.K.K.A,Bats,Wizard,Fireball,Barbarians,Goblin Barrel,Witch,Skeleton Army
#20JP2VVYYL,2695,Witch,Barbarians,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A,Battle Ram,#V8LU9U8U0,2695,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Giant,Wizard,Prince,Goblin Barrel
#V2U02G89C,2739,Archers,Skeletons,Goblin Hut,Battle Ram,Valkyrie,Zap,Knight,Hog Rider,#V8LU9U8U0,2723,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Giant,Wizard,Prince,Goblin Barrel
#20LUJ9C0LR,2780,Goblin Barrel,Hog Rider,Wizard,Skeleton Army,Guards,Royal Ghost,Royal Hogs,Witch,#V8LU9U8U0,2750,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Giant,Wizard,Prince,Goblin Barrel
#V8LU9U8U0,2720,Skeleton Army,Baby Dragon,Goblin Gang,Battle Ram,Giant,Wizard,Prince,Goblin Barrel,#20JY0QV2LU,2720,Witch,Barbarians,Skeleton Army,Baby Dragon,Prince,Wizard,Mini P.E.K.K.A,Arrows
#809YURJ9,3928,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#V8GYRVGCU,3923,Mega Knight,Inferno Tower,Wizard,Goblin Gang,Knight,Witch,Firecracker,Giant Snowball
#809YURJ9,3901,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#20GJC22RQY,3872,Tesla,The Log,Valkyrie,Goblin Barrel,Skeleton Army,Dart Goblin,Guards,Miner
#809YURJ9,3873,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#JC9CVYL8R,3852,Mega Knight,Bats,Goblin Barrel,Guards,Ice Spirit,Royal Hogs,Fireball,Skeleton Army
#809YURJ9,3843,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#209RLYYP8V,3853,Witch,Skeleton Army,X-Bow,Tombstone,Royal Hogs,Zappies,Tesla,Mini P.E.K.K.A
#809YURJ9,3812,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#LY0R9GY0Y,3830,Witch,Minion Horde,Prince,Arrows,Goblin Barrel,Skeleton Army,Musketeer,Hog Rider
#809YURJ9,3782,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#URUQ0C0R2,3783,Royal Ghost,Mini P.E.K.K.A,Dart Goblin,Hog Rider,Ice Spirit,Bats,Goblin Barrel,Fireball
#809YURJ9,3753,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#20JYUY89Q8,3743,Inferno Dragon,Barbarians,Valkyrie,Skeleton Army,Freeze,The Log,Mini P.E.K.K.A,Three Musketeers
#809YURJ9,3720,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#UCVG2UC9R,3760,Wizard,Witch,The Log,Skeleton Army,Mega Knight,Ram Rider,Poison,Royal Ghost
#809YURJ9,3688,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#209R90Y09G,3718,Fire Spirit,Electro Spirit,Ice Spirit,Ice Golem,Three Musketeers,Skeletons,Goblins,Barbarian Barrel
#809YURJ9,3657,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight,#208QU9R2RG,3679,Wizard,Executioner,Elite Barbarians,Arrows,Dark Prince,Prince,Skeleton Army,Goblin Barrel
#UV2U9Y8RL,3674,Valkyrie,Royal Ghost,Skeleton Army,Zappies,Hog Rider,Mega Knight,Princess,Zap,#809YURJ9,3688,Mega Knight,Musketeer,Rage,Balloon,Princess,Arrows,Guards,Knight
