jgagnant,tropheesg,cg1,cg2,cg3,cg4,cg5,cg6,cg7,cg8,jperdant,tropheesp,cp1,cp2,cp3,cp4,cp5,cp6,cp7,cp8
#2UYYGLCY0,9663,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap,#VPU02QUV8,9663,Royal Recruits,Goblin Cage,Zappies,Flying Machine,Royal Hogs,Mother Witch,Fireball,Barbarian Barrel
#PV0VRCPVQ,9692,Mega Knight,Goblin Barrel,Firecracker,Zap,Bomber,Hog Rider,Minions,Electro Wizard,#2UYYGLCY0,9693,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap
#CVJVUCRY9,9723,Archers,Tesla,Knight,X-Bow,Electro Spirit,Skeletons,Fireball,The Log,#2UYYGLCY0,9722,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap
#2UYYGLCY0,9692,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap,#VPYJL99P2,9692,Firecracker,Tesla,Skeleton Army,Giant Skeleton,Sparky,Arrows,Goblin Barrel,Clone
#PP9U0UC,9725,Baby Dragon,Furnace,Vines,Barbarian Barrel,P.E.K.K.A,Ice Spirit,Valkyrie,Tesla,#2UYYGLCY0,9721,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap
#2UYYGLCY0,9695,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap,#RVL909LVV,9655,Tesla,Wizard,P.E.K.K.A,Royal Ghost,Bandit,Electro Wizard,Zap,Poison
#2UYYGLCY0,9666,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap,#UVY8VQJ22,9665,Royal Recruits,Cannon,Dart Goblin,Mighty Miner,Arrows,Hog Rider,The Log,Wall Breakers
#2UYYGLCY0,9636,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap,#VVP2JQJQQ,9636,Valkyrie,Firecracker,Skeletons,Hog Rider,Ice Spirit,Tesla,The Log,Earthquake
#2UYYGLCY0,9606,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap,#VPCRJJQP0,9606,Knight,Electro Dragon,Balloon,Bowler,Inferno Dragon,Freeze,Tornado,Barbarian Barrel
#20Y2CCJY29,9636,Witch,Tesla,Skeleton Army,Giant Skeleton,Sparky,Skeleton Barrel,Arrows,Clone,#2UYYGLCY0,9636,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap
#90RRQJVQG,9027,Prince,Firecracker,Zap,Guards,Executioner,Poison,Mother Witch,Goblin Barrel,#2UYYGLCY0,9636,Royal Ghost,Phoenix,The Log,Goblin Gang,Baby Dragon,Fireball,Bandit,Hog Rider
#90RRQJVQG,9116,Flying Machine,Royal Recruits,Goblin Cage,Mother Witch,Royal Hogs,The Log,Fireball,Zappies,#2UYYGLCY0,9636,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap
#90RRQJVQG,9116,Tesla,Hunter,Fireball,The Log,Lumberjack,Balloon,Mini P.E.K.K.A,Skeleton Army,#2UYYGLCY0,9636,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap
#2UYYGLCY0,9606,Mega Knight,Wall Breakers,Miner,Mini P.E.K.K.A,Musketeer,Goblins,Bats,Zap,#VJU22P0YQ,9606,Firecracker,Tesla,Skeleton Army,Giant Skeleton,Sparky,Arrows,Goblin Barrel,Clone
#L8VLLUQ8C,4,Inferno Dragon,Inferno Tower,P.E.K.K.A,Golden Knight,Miner,Skeleton Dragons,Lumberjack,Rage,#28RU89UC,4,The Log,Lightning,Guards,Electro Spirit,Fisherman,Royal Ghost,Archer Queen,Royal Giant
#VL2C0GVRL,9813,Dart Goblin,Mega Knight,Goblin Gang,Bats,Royal Ghost,Skeleton Barrel,Suspicious Bush,Arrows,#JR092VPQR,9812,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9782,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#VVP8RQP9R,9784,P.E.K.K.A,Electro Dragon,Guards,Royal Ghost,Ram Rider,Goblinstein,Rage,Tornado
#JR092VPQR,9752,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#VPL2JY2U2,9752,P.E.K.K.A,Battle Ram,Minions,Dark Prince,Electro Wizard,Bandit,Zap,Poison
#JR092VPQR,9722,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#URY0PQP2V,9728,Firecracker,Witch,Electro Wizard,Tesla,Mini P.E.K.K.A,Mega Knight,The Log,Skeleton Army
#JPCG98CLC,9748,Firecracker,Tesla,Skeletons,Zap,Fireball,Bats,Hog Rider,P.E.K.K.A,#JR092VPQR,9752,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#UCPCRUURL,9789,P.E.K.K.A,Wizard,Dart Goblin,Zap,Tornado,Inferno Tower,Fireball,Mini P.E.K.K.A,#JR092VPQR,9781,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#R2Q2JJLY,9818,Valkyrie,Tesla,Goblin Gang,Dart Goblin,Vines,Skeleton Army,Skeleton Barrel,Balloon,#JR092VPQR,9810,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9780,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#VYRVGJRLG,9781,Archers,Royal Recruits,Balloon,Lumberjack,Fisherman,Little Prince,Arrows,Giant Snowball
#G0PYRYL00,9810,Knight,Baby Dragon,Minions,Electro Wizard,The Log,Magic Archer,Skeleton King,Skeleton Army,#JR092VPQR,9810,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#200RJCVCUU,9844,Tesla,Knight,Skeleton King,Mortar,The Log,Skeleton Barrel,Minion Horde,Skeleton Army,#JR092VPQR,9839,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#82VYVQYPR,9859,Firecracker,Archers,Hog Rider,Mega Knight,Zap,Tesla,The Log,Bats,#JR092VPQR,9869,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9840,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#JQ099JPGL,9834,Tesla,Executioner,Hog Rider,The Log,Firecracker,Tornado,Skeletons,Valkyrie
#2VLRVLR9,9865,P.E.K.K.A,Wizard,Ice Spirit,Cannon,Hog Rider,Guards,Earthquake,Arrows,#JR092VPQR,9870,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#QGYGRY0VU,9900,Battle Ram,Minions,Zap,P.E.K.K.A,Poison,Bandit,Royal Ghost,Electro Wizard,#JR092VPQR,9900,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9870,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#GQVV0YRGY,9872,Mega Knight,Skeleton Army,Bats,Mini P.E.K.K.A,The Log,Goblin Barrel,Vines,Wizard
#8RPJC8PJ,9877,Wall Breakers,Skeleton Barrel,Royal Recruits,Mighty Miner,Firecracker,Guards,Arrows,Goblin Gang,#JR092VPQR,9902,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9872,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#VC088G2YC,9880,Mega Knight,Tesla,Arrows,Skeletons,The Log,Suspicious Bush,Dart Goblin,Mini P.E.K.K.A
#JR092VPQR,9842,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#YLGP9PVRQ,9853,Mega Knight,Dart Goblin,Ice Spirit,Royal Ghost,Valkyrie,Tesla,Arrows,Electro Wizard
#G2Q9RJRL,9872,Wizard,Valkyrie,Minion Horde,Elixir Collector,Lightning,Prince,Inferno Tower,Witch,#JR092VPQR,9871,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9841,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#JQ002GQQ,9850,Mega Knight,Firecracker,Zap,Witch,Tesla,Bats,Hog Rider,Knight
#GRYYLUCJQ,9879,Mega Knight,Tesla,Skeleton Army,Valkyrie,Zap,Witch,Hog Rider,Fireball,#JR092VPQR,9870,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9840,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#GRGUR89VR,9843,Goblin Barrel,Ice Spirit,Rocket,Princess,Goblin Gang,Inferno Tower,The Log,Knight
#JR092VPQR,9810,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#V2VJV089J,9810,Dart Goblin,Mega Knight,Goblin Gang,Bats,Skeleton Barrel,Goblin Cage,Goblin Barrel,Zap
#V89LPR8,9844,Mega Knight,Skeleton Army,Valkyrie,Electro Wizard,Tombstone,Elite Barbarians,Dart Goblin,Arrows,#JR092VPQR,9839,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9809,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#C9UGRY2UU,9819,Goblin Barrel,Knight,Hog Rider,Princess,Inferno Tower,The Log,Skeleton Army,Goblin Gang
#JR092VPQR,9780,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#PRQPV00JJ,9777,Inferno Dragon,Giant Skeleton,Bowler,Minion Horde,Wizard,Skeleton Army,Baby Dragon,Arrows
#QQCL988G,9808,Royal Giant,Mega Knight,Arrows,Executioner,Witch,Inferno Tower,Valkyrie,Goblin Gang,#JR092VPQR,9810,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#PG0CYJCGG,9824,Goblin Barrel,Valkyrie,Ice Spirit,Goblin Gang,Princess,Wall Breakers,Dart Goblin,Cannon,#JR092VPQR,9841,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins
#JR092VPQR,9813,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#QCC9YC00,9799,Tesla,Archers,Electro Wizard,Prince,Fire Spirit,Goblin Drill,Zap,Dark Prince
#JR092VPQR,9783,Bats,Mega Knight,Zap,Fireball,Valkyrie,Hog Rider,Electro Wizard,Goblins,#V2VJY8QG0,9783,Royal Recruits,Goblin Cage,Zappies,Flying Machine,Royal Hogs,Mother Witch,Fireball,Barbarian Barrel
#GURLYRJ88,9233,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#20Y2R0G9GC,9233,Mega Knight,Firecracker,Prince,Miner,Goblin Gang,Bats,Wall Breakers,Zap
#GURLYRJ88,9203,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#VL0QC9LR2,9203,P.E.K.K.A,Battle Ram,Electro Wizard,Bandit,Royal Ghost,Magic Archer,Zap,Poison
#VPQRRJ9LY,9233,Lumberjack,Battle Ram,Electro Wizard,Cannon Cart,Golden Knight,Mother Witch,Barbarian Barrel,Heal Spirit,#GURLYRJ88,9233,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#J29RRVLG8,9258,Balloon,Skeleton Barrel,Rage,Skeleton Army,Boss Bandit,The Log,Executioner,Mini P.E.K.K.A,#GURLYRJ88,9263,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#RG09LR0CJ,9326,Knight,Goblin Barrel,Princess,Inferno Tower,Rocket,Goblin Gang,Ice Spirit,The Log,#GURLYRJ88,9289,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#VPU0L9VRL,9319,Lumberjack,Electro Dragon,Golem,Dark Prince,Elixir Collector,Tornado,Barbarian Barrel,Spirit Empress,#GURLYRJ88,9319,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#PLJJJQJRR,9338,Elixir Golem,Valkyrie,Arrows,Firecracker,Mini P.E.K.K.A,Mega Knight,Hog Rider,Witch,#GURLYRJ88,9350,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#GURLYRJ88,9324,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#YYRR8V28C,9284,Wizard,Goblin Barrel,Clone,Monk,Inferno Tower,Skeletons,Freeze,Giant Skeleton
#28UY2VQ0J,9349,Dart Goblin,Valkyrie,Goblin Barrel,Hog Rider,Cannon,The Log,Princess,Elite Barbarians,#GURLYRJ88,9354,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#JQYLVYCY8,9375,P.E.K.K.A,Mega Knight,Boss Bandit,Ice Spirit,Rage,Goblin Curse,Vines,Firecracker,#GURLYRJ88,9384,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#GURLYRJ88,9355,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#RP9LJRY9L,9350,Firecracker,Skeleton Barrel,Mighty Miner,Guards,Berserker,Wall Breakers,Royal Recruits,The Log
#GURLYRJ88,9325,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#VPLLL8RJQ,9325,Royal Giant,Hunter,Guards,Fisherman,Monk,Electro Spirit,Fireball,The Log
#QCQLVQJ8,9344,Mega Knight,Tesla,Balloon,Bats,Fireball,Freeze,Electro Wizard,Skeletons,#GURLYRJ88,9355,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#GURLYRJ88,9326,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#YL99G0U2Q,9324,Wizard,Archers,Firecracker,Knight,Lightning,Bandit,Electro Wizard,Prince
#GURLYRJ88,9296,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#VPLPPV0G0,9296,Giant,Skeleton Army,Mini P.E.K.K.A,Minion Horde,Sparky,Bats,Arrows,Zap
#GURLYRJ88,9269,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#J9RV90J9R,9240,Firecracker,Tesla,Wall Breakers,The Log,Ice Spirit,Fireball,Valkyrie,Goblin Gang
#JJGJPLCP,9306,Firecracker,Tesla,Valkyrie,Hog Rider,Earthquake,Ice Spirit,Skeletons,The Log,#GURLYRJ88,9298,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#JQ2Y2LUGP,9329,Firecracker,Tesla,Ice Spirit,Musketeer,Hog Rider,Arrows,The Log,Mini P.E.K.K.A,#GURLYRJ88,9327,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#802Q0UR9,9387,P.E.K.K.A,Battle Ram,Bandit,Zap,Fireball,Electro Wizard,Royal Ghost,Magic Archer,#GURLYRJ88,9354,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#GURLYRJ88,9324,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#CRGQ0UGCC,9325,Royal Giant,Archers,Electro Wizard,Zap,Fireball,Tesla,Valkyrie,Minions
#GURLYRJ88,9293,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#9LR29JYV,9309,Balloon,Inferno Dragon,Goblin Gang,Baby Dragon,Lumberjack,Valkyrie,Fireball,Barbarian Barrel
#VPJV0JQ8,9323,Archers,Royal Giant,Bandit,Fisherman,Night Witch,Knight,Zap,Hog Rider,#GURLYRJ88,9323,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#VPUQC908Y,9331,Lumberjack,Firecracker,Cannon,Skeleton Army,Hog Rider,Knight,The Log,Dart Goblin,#GURLYRJ88,9354,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#GURLYRJ88,9325,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#9QUYCVPR,9316,Dart Goblin,Tesla,The Log,Goblinstein,Ice Spirit,Bomber,Mini P.E.K.K.A,X-Bow
#GURLYRJ88,9295,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#LJ9G22J08,9300,Furnace,Witch,Electro Wizard,Hog Rider,The Log,Mini P.E.K.K.A,Tombstone,Goblin Barrel
#GURLYRJ88,9269,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake,#VGQ2Q8L82,9228,Valkyrie,Mega Knight,The Log,Balloon,Firecracker,Goblin Gang,Goblin Barrel,Inferno Tower
#RUQVYJYCG,9296,Dart Goblin,Mega Knight,Balloon,Executioner,Skeletons,Bomber,Zap,Lumberjack,#GURLYRJ88,9299,Royal Hogs,Cannon,The Log,Royal Delivery,Ice Spirit,Skeletons,Archer Queen,Earthquake
#2G20QQYP,9000,Lava Hound,Bomber,Mega Minion,Minions,Guards,Tombstone,Lightning,Arrows,#RLPJ0UGRU,9000,Witch,Mega Knight,Mini P.E.K.K.A,Firecracker,Goblin Barrel,Skeletons,Arrows,Electro Wizard
#P2C2LUR8J,9000,P.E.K.K.A,Goblin Giant,Dart Goblin,Baby Dragon,Rage,Firecracker,Dark Prince,Furnace,#2G20QQYP,9000,Bomber,Golem,Minions,Arrows,Elixir Collector,Baby Dragon,Goblins,Princess
#V2VGQGLRP,9000,Bomber,Cannon,Golden Knight,Electro Giant,Phoenix,Lightning,Tornado,Barbarian Barrel,#2G20QQYP,9000,Princess,Elixir Collector,Inferno Dragon,Minions,Baby Dragon,Zap,Goblins,Golem
#JY9RG29QJ,9009,Tesla,Knight,Ice Wizard,Inferno Dragon,Rocket,The Log,X-Bow,Ice Spirit,#2G20QQYP,9030,Minion Horde,Arrows,Royal Giant,Minions,Elite Barbarians,Skeletons,Goblin Barrel,Princess
#2G20QQYP,9000,Minion Horde,Arrows,Royal Giant,Minions,Elite Barbarians,Skeletons,Goblin Barrel,Princess,#VC28J89PQ,9000,Minions,Balloon,Guards,Lava Hound,Mega Minion,Tombstone,Arrows,Lightning
#JU820C8Y0,9000,Mega Knight,Bats,Goblin Barrel,Skeleton Barrel,Goblin Cage,Goblin Gang,Zap,Little Prince,#2G20QQYP,9000,Dart Goblin,Golden Knight,Giant,Goblin Barrel,Arrows,Graveyard,Minion Horde,Goblin Gang
#V2VQJCL0L,9000,Skeletons,Musketeer,Hog Rider,Ice Spirit,Ice Golem,Cannon,Fireball,The Log,#2G20QQYP,9000,Dart Goblin,Golden Knight,Giant,Goblin Barrel,Arrows,Goblin Curse,Minion Horde,Goblin Gang
#P0J8V0R9G,9032,Witch,Prince,The Log,Mega Knight,Ice Spirit,Skeletons,Hog Rider,Tornado,#2G20QQYP,9000,Dart Goblin,Valkyrie,Giant,Goblin Barrel,Arrows,Poison,Minion Horde,Goblin Gang
#VJU2LCQJC,9000,Ice Wizard,Skeleton King,Phoenix,Tombstone,Poison,Graveyard,Tornado,Barbarian Barrel,#2G20QQYP,9000,Skeleton King,Valkyrie,Giant,Goblin Barrel,Arrows,The Log,Minion Horde,Goblin Gang
#V99GURRUV,9000,Witch,Giant Snowball,Giant,Minions,Guards,Bowler,Arrows,Graveyard,#2G20QQYP,9000,Inferno Dragon,Valkyrie,Giant,Goblin Barrel,Arrows,The Log,Minion Horde,Goblin Gang
#PYP20LPLL,9029,Firecracker,Skeletons,P.E.K.K.A,Arrows,Tesla,Fireball,Wizard,Battle Ram,#2G20QQYP,9030,Inferno Dragon,Valkyrie,Giant,Goblin Barrel,Arrows,The Log,Minion Horde,Goblin Gang
#2G20QQYP,9000,Inferno Dragon,Valkyrie,Giant,Goblin Barrel,Arrows,The Log,Minion Horde,Goblin Gang,#GUYJVUGR,9003,Tesla,Royal Ghost,Prince,Vines,Rage,Goblin Curse,Arrows,Little Prince
#GR9QC2YG2,9000,Tesla,Skeletons,Balloon,Fireball,Lumberjack,Elite Barbarians,Electro Wizard,Barbarian Barrel,#2G20QQYP,9000,Inferno Dragon,Valkyrie,Giant,Goblin Barrel,Arrows,The Log,Minion Horde,Goblin Gang
#22RVQRCC,9002,Fireball,Knight,Hog Rider,Minions,Bomber,Berserker,Elite Barbarians,Zap,#2G20QQYP,9002,Inferno Dragon,Valkyrie,Giant,Goblin Barrel,Arrows,The Log,Minion Horde,Goblin Gang
#JJGU0LJRC,9030,Royal Giant,Ice Golem,Arrows,Dart Goblin,Tesla,Goblin Barrel,Archer Queen,Zap,#2G20QQYP,9032,Lava Hound,Bomber,Mega Minion,Minions,Guards,Tombstone,Lightning,Arrows
#2G20QQYP,9001,Lava Hound,Bomber,Mega Minion,Minions,Guards,Tombstone,Lightning,Arrows,#2JVRG2QR0,9024,Zap,Ice Wizard,Goblin Gang,Giant,Poison,Executioner,Elite Barbarians,Minion Horde
#8Y90LUCRJ,9033,Minion Horde,Furnace,Valkyrie,Balloon,Bats,Wizard,Rage,Freeze,#2G20QQYP,9030,P.E.K.K.A,Baby Dragon,Ram Rider,Berserker,Vines,Minions,Electro Spirit,Barbarian Barrel
#QPYV2C99P,9060,Firecracker,Knight,Musketeer,Poison,Goblin Gang,Tombstone,Barbarian Barrel,Goblin Drill,#2G20QQYP,9060,P.E.K.K.A,Baby Dragon,Ram Rider,Berserker,Vines,Minions,Electro Spirit,Barbarian Barrel
#RGU8J0L80,9091,Witch,Skeleton Barrel,Mega Knight,Dart Goblin,The Log,Tombstone,Skeletons,Goblin Gang,#2G20QQYP,9089,Bowler,P.E.K.K.A,Bomber,Firecracker,Minions,Skeleton King,Inferno Dragon,Arrows
#2G20QQYP,9059,Bowler,P.E.K.K.A,Bomber,Firecracker,Minions,Skeleton King,Inferno Dragon,Arrows,#V82898YJL,9059,P.E.K.K.A,Battle Ram,Electro Wizard,Royal Ghost,Magic Archer,Boss Bandit,Zap,Goblin Curse
#P2GVLGU0L,9092,Cannon,Lumberjack,Wizard,P.E.K.K.A,Wall Breakers,Dart Goblin,Balloon,Arrows,#2G20QQYP,9088,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Inferno Dragon,Arrows
#PGU2202R2,9136,Lumberjack,Tesla,Ice Spirit,The Log,Dart Goblin,Hog Rider,Valkyrie,Arrows,#2G20QQYP,9116,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Inferno Dragon,Arrows
#2G20QQYP,9086,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Inferno Dragon,Arrows,#R9L9PJR2L,9087,Skeleton Army,Valkyrie,Hog Rider,Bats,The Log,Cannon,Dart Goblin,Mega Knight
#PLLQQ08JP,9107,P.E.K.K.A,Valkyrie,Firecracker,Ram Rider,Electro Wizard,Wizard,Zap,Goblin Barrel,#2G20QQYP,9116,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Lumberjack,Arrows
#2G20QQYP,9087,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Lumberjack,Arrows,#CC0CJR22P,9078,Dart Goblin,Cannon,Hog Rider,Skeletons,Ice Spirit,Ice Golem,Knight,Arrows
#8G0GQL0G8,9118,P.E.K.K.A,Valkyrie,Wall Breakers,Fireball,Electro Wizard,Zap,Wizard,Ram Rider,#2G20QQYP,9116,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Lumberjack,Arrows
#2G20QQYP,9086,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Lumberjack,Arrows,#CUCR0JQ0R,9086,Firecracker,Bats,Sparky,Monk,Fireball,Ice Spirit,Electro Giant,Bandit
#2G20QQYP,9056,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Lumberjack,Arrows,#202G8U22CJ,9056,Royal Recruits,Goblin Cage,Zappies,Flying Machine,Royal Hogs,Golden Knight,Fireball,Arrows
#V0PCJV9YJ,9117,Mortar,Wizard,Goblin Barrel,The Log,Cannon,Mini P.E.K.K.A,Skeleton Army,Valkyrie,#2G20QQYP,9082,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Lumberjack,Arrows
#PLV82YGG,9129,Skeleton Army,Goblin Barrel,Electro Wizard,The Log,Magic Archer,Inferno Dragon,Hog Rider,Minion Horde,#2G20QQYP,9110,Bowler,Giant,Bomber,Firecracker,Minions,Skeleton King,Lumberjack,Arrows
#U9GU8VVCU,1,Fireball,Inferno Tower,Inferno Dragon,Guards,Battle Healer,Bomb Tower,Golem,Three Musketeers,#LQRR0GURL,1,Cannon,Earthquake,Knight,Spear Goblins,Princess,Wall Breakers,Mortar,Freeze
#VV29PLP9G,2,Arrows,Golden Knight,Knight,Goblin Barrel,Tesla,Suspicious Bush,Goblin Gang,Rascals,#U9GU8VVCU,2,Mighty Miner,Zap,Cannon,Battle Healer,Tornado,Executioner,Furnace,Elixir Golem
#L0P0JJPYG,2,Rage,Ram Rider,Barbarian Barrel,Mini P.E.K.K.A,Berserker,Bowler,Graveyard,Minion Horde,#U9GU8VVCU,2,The Log,Inferno Tower,Tornado,Musketeer,Royal Ghost,Ice Golem,Hog Rider,Three Musketeers
#U9GU8VVCU,1,The Log,Arrows,Bowler,Prince,Tesla,Bats,Three Musketeers,Skeleton Barrel,#VV0299VRL,1,Wall Breakers,Valkyrie,Cannon,Ice Wizard,Giant Snowball,Mini P.E.K.K.A,Goblin Gang,Hog Rider
#U9GU8VVCU,8734,Mortar,Knight,Skeletons,Ice Wizard,The Log,Mega Minion,Tornado,Lightning,#UJ2RCYQPC,8734,Mega Knight,Wall Breakers,Electro Wizard,Hog Rider,Mini P.E.K.K.A,Fireball,Firecracker,The Log
#V9VV80Y2P,8765,Knight,Tesla,Bowler,Dark Prince,Ice Wizard,Arrows,Skeleton Army,Dart Goblin,#U9GU8VVCU,8763,Mortar,Knight,Skeletons,Ice Wizard,The Log,Mega Minion,Tornado,Lightning
#U9GU8VVCU,8734,Mortar,Knight,Skeletons,Ice Wizard,The Log,Mega Minion,Tornado,Lightning,#P8UUUJCL2,8729,Giant Skeleton,Wizard,Skeleton Army,Inferno Tower,Lumberjack,Princess,Mini P.E.K.K.A,Arrows
